Area,MajorAxisLength,MinorAxisLength,Eccentricity,ConvexArea,EquivDiameter,Extent,Perimeter,Roundness,AspectRation,Class
6154,150.7387588,52.69578545,0.936905206,6288,88.51845095,0.504757218,336.882,0.681415083,2.860546769,jasmine
5037,137.3556996,48.00215898,0.936946298,5245,80.08312923,0.778756957,315.175,0.637203704,2.86144837,jasmine
6883,121.8121642,74.292028,0.792486035,7158,93.6146772,0.774066577,335.861,0.766775945,1.639639776,Gonen
6190,151.8155151,53.01478121,0.937046245,6441,88.7769834,0.645598665,350.193,0.63428668,2.863645038,jasmine
6029,149.7441072,52.27187937,0.937094901,6217,87.61484586,0.644123932,341.98,0.647819075,2.864716344,jasmine
6299,152.7481222,53.30359039,0.937136143,6414,89.55521142,0.481207028,343.624,0.670369882,2.865625395,jasmine
6773,159.0521921,55.48988455,0.937167977,6969,92.8636174,0.752054186,360.595,0.65456313,2.866327682,jasmine
6197,151.2872765,52.76770993,0.937200362,6362,88.82716622,0.681813181,341.814,0.666517669,2.86704268,jasmine
8262,133.7801054,80.76468493,0.797202328,8421,102.5646387,0.621810793,356.82,0.81544876,1.656418341,Gonen
5590,143.8553033,50.14434117,0.937280946,5713,84.36473822,0.771886219,320.948,0.681949672,2.868824278,jasmine
6079,150.6052863,52.48082478,0.937321414,6208,87.9774016,0.720602181,339.887,0.661260985,2.869720263,jasmine
7019,161.3098401,56.19332711,0.937362132,7175,94.53501132,0.599709501,361.828,0.673722053,2.870622695,jasmine
4645,131.0850287,45.64514434,0.937416479,4729,76.90382101,0.478767265,293.423,0.677965004,2.871828549,jasmine
5363,141.5239663,49.26312307,0.937461,5549,82.63403463,0.495244252,320.863,0.654603588,2.872817585,jasmine
5992,148.9271681,51.82768915,0.937491954,6121,87.34558576,0.724984876,333.279,0.677900212,2.873505852,jasmine
6597,157.0662316,54.64670926,0.937523692,6782,91.64912044,0.598367347,357.032,0.65034239,2.874212075,jasmine
7283,164.3003764,57.14875465,0.937557271,7436,96.29643609,0.47813813,378.119,0.640122618,2.874959873,jasmine
7936,131.937032,78.61237915,0.803108687,8081,100.520789,0.575072464,343.824,0.843605002,1.678323864,Gonen
6255,152.8541431,53.13863023,0.937627079,6411,89.24188116,0.728681268,342.583,0.669738957,2.876516434,jasmine
5939,149.4207754,51.92333644,0.937680933,6118,86.95843637,0.802567568,338.63,0.65083714,2.877719069,jasmine
5604,144.8061371,50.29589254,0.937742002,5751,84.47031673,0.525506377,325.796,0.663462674,2.879084747,jasmine
6392,154.3764078,53.59788026,0.937794964,6541,90.21389677,0.664449064,344.51,0.676772908,2.88027077,jasmine
5442,143.3881521,49.76205446,0.937848702,5579,83.2404325,0.459008097,320.65,0.665129045,2.881475727,jasmine
5895,149.1229644,51.73325975,0.937895912,6083,86.63571502,0.658953722,335.743,0.657173042,2.882535628,jasmine
5303,140.8603075,48.84738522,0.937946897,5447,82.17048926,0.499152861,317.925,0.659298566,2.883681632,jasmine
6250,152.8512965,52.98815836,0.937989095,6395,89.20620581,0.598659004,342.328,0.670200945,2.884631232,jasmine
4813,133.9318558,46.41216119,0.938036807,4902,78.2821942,0.476629036,297.401,0.683818548,2.885706083,jasmine
6330,153.922877,53.32514696,0.93807188,6521,89.77531018,0.548812207,347.406,0.659081231,2.886497005,jasmine
6590,156.9754775,54.36314605,0.938117856,6770,91.60048362,0.527368758,352.054,0.668154215,2.887534826,jasmine
5309,141.2887668,48.91029457,0.938170857,5451,82.21696141,0.528574273,313.077,0.680644379,2.88873269,jasmine
6355,154.0610824,53.3159757,0.938208559,6484,89.9524169,0.489674834,344.203,0.674056214,2.889585727,jasmine
6073,150.6892732,52.13219244,0.938249919,6266,87.93397384,0.483019168,346.871,0.634274367,2.890522461,jasmine
6051,151.2463713,52.30090792,0.938308456,6200,87.77455488,0.796288985,338.977,0.661753967,2.891849824,jasmine
5948,149.4170066,51.65409575,0.938343522,6045,87.02430012,0.512316968,332.754,0.675047377,2.892645868,jasmine
6340,155.4203851,53.7068023,0.938397288,6590,89.84619476,0.487205103,357.29,0.624104623,2.893867787,jasmine
6085,150.9619577,52.14208954,0.938455977,6210,88.02080794,0.726220313,337.555,0.67109091,2.895203454,jasmine
6485,156.2068626,53.93881151,0.93849099,6639,90.86780754,0.494095238,349.459,0.667309619,2.896001195,jasmine
5767,146.8424861,50.69133122,0.938525878,5934,85.68997873,0.63569224,332.709,0.654682478,2.896796801,jasmine
6744,159.5187098,55.04229882,0.938583457,6923,92.66459674,0.607567568,357.056,0.664744503,2.898111329,jasmine
6003,149.8715777,51.69940345,0.938618112,6126,87.42572269,0.83375,330.483,0.690684896,2.898903425,jasmine
5410,142.8873596,49.27302215,0.938662136,5538,82.99533684,0.49190762,317.472,0.674522239,2.899910607,jasmine
6360,155.0647016,53.4541521,0.938704969,6540,89.98779642,0.514813016,345.48,0.669608808,2.900891614,jasmine
6091,151.6010944,52.24666834,0.938737674,6252,88.06419288,0.497793397,339.559,0.663846961,2.901641371,jasmine
7050,162.6772039,56.05242832,0.938763461,7275,94.74354221,0.61512957,367.295,0.656702922,2.902232941,jasmine
6014,150.5619544,51.8689997,0.938785327,6141,87.50578622,0.499833777,336.351,0.668017502,2.902734876,jasmine
7198,127.9767545,74.11271713,0.815248866,7453,95.7328483,0.594876033,334.895,0.806500014,1.726785355,Gonen
5270,140.9082799,48.51564554,0.938857279,5423,81.9144212,0.504354484,316.874,0.659549305,2.904388436,jasmine
6244,152.9337959,52.64212419,0.938890811,6386,89.16337655,0.491653543,342.472,0.66899461,2.905160046,jasmine
6415,155.9025544,53.65108553,0.938921213,6618,90.376057,0.657948718,349.629,0.659464814,2.905860205,jasmine
7056,163.5968997,56.27977514,0.93896418,7258,94.78385004,0.742815033,370.288,0.646679599,2.906850629,jasmine
6528,157.1270206,54.0328808,0.939013507,6690,91.16856776,0.551165147,351.325,0.664617695,2.907988956,jasmine
6575,157.2682015,54.06340854,0.939055464,6696,91.49617482,0.826420312,351.961,0.666985719,2.90895831,jasmine
7039,163.01719,56.01394952,0.939113305,7227,94.66959995,0.524906786,366.023,0.660243412,2.910296299,jasmine
5983,149.7889294,51.45023625,0.939158197,6134,87.27996446,0.485554293,338.841,0.65484265,2.911336085,jasmine
6483,156.5286582,53.74495027,0.939205575,6651,90.85379446,0.473730362,353.474,0.652035042,2.912434702,jasmine
6280,154.0259597,52.86732212,0.939249033,6462,89.4200444,0.652806653,343.6,0.66844118,2.913443571,jasmine
4100,126.4341222,43.38585592,0.939280655,4470,72.25151994,0.740740741,289.176,0.616125564,2.914178354,jasmine
5256,142.1295603,48.75266216,0.939329692,5470,81.80554411,0.508710801,317.585,0.654855164,2.915318958,jasmine
5577,145.0113521,49.72613873,0.939367517,5710,84.26658259,0.479123711,325.055,0.663279855,2.916199726,jasmine
4960,136.9802264,46.95677917,0.939408523,5077,79.46866138,0.484848485,303.676,0.675881563,2.917155496,jasmine
6782,160.3365225,54.9442362,0.939451925,6950,92.92529576,0.594912281,357.784,0.665772449,2.918168194,jasmine
5511,144.5847047,49.52794774,0.939498447,5660,83.76647976,0.710913313,320.204,0.675439989,2.919254913,jasmine
5414,143.0183656,48.9812253,0.939524366,5545,83.02601336,0.664947187,318.591,0.670287483,2.919860921,jasmine
6709,159.3548888,54.54944238,0.939585538,6873,92.42382867,0.477849003,359.568,0.652087067,2.921292719,jasmine
6774,160.453841,54.91070922,0.939619411,6979,92.87047257,0.648105626,361.638,0.65088901,2.92208648,jasmine
6350,154.7920803,52.95535127,0.939661245,6550,89.91702347,0.630961844,352.317,0.642859981,2.923067765,jasmine
6389,155.7367109,53.26149299,0.939701032,6536,90.19272394,0.518167072,345.794,0.671440982,2.924001979,jasmine
6159,152.7039754,52.21017962,0.939734696,6314,88.55440337,0.498785228,338.461,0.675620473,2.924793145,jasmine
5440,143.2608598,48.96170407,0.939785049,5609,83.22513517,0.749208098,315.639,0.686163237,2.925977814,jasmine
6604,158.487577,54.14201347,0.93983934,6780,91.69773145,0.677333333,352.581,0.667573546,2.927256798,jasmine
5975,150.5117435,51.40203399,0.939876286,6127,87.22159297,0.476931673,332.541,0.678980617,2.928128166,jasmine
6702,160.8339044,54.91177801,0.93991114,6955,92.37559975,0.552241266,360.736,0.647195244,2.928950951,jasmine
5933,150.1847372,51.25765893,0.939955367,6102,86.91449947,0.52560241,334.811,0.665096674,2.92999603,jasmine
5489,144.5706332,49.31625821,0.940018945,5626,83.599114,0.487781036,322.581,0.66286567,2.931500452,jasmine
7420,167.5340811,57.12813761,0.940065426,7745,97.1979291,0.478709677,391.017,0.609849245,2.932601833,jasmine
7130,164.4911032,56.06680191,0.940117673,7274,95.27957784,0.609193438,367.435,0.663648854,2.933841374,jasmine
6090,153.18906,52.19399275,0.940166197,6275,88.05696354,0.462204007,344.989,0.643008422,2.934994085,jasmine
6295,154.8854604,52.75154,0.940214021,6443,89.52677216,0.658817373,344.667,0.665895669,2.93613154,jasmine
7224,165.8943975,56.4805468,0.940258695,7353,95.90559145,0.841369672,369.403,0.665252883,2.937195315,jasmine
6437,155.7801419,53.01655615,0.940306294,6610,90.530895,0.654565792,350.746,0.657518413,2.938330085,jasmine
6481,156.8258647,53.35491962,0.940346736,6636,90.83977922,0.639656534,351.763,0.658190444,2.939295304,jasmine
5970,150.5788215,51.21677687,0.940377459,6133,87.18509094,0.653530378,337.39,0.659052152,2.940029238,jasmine
6612,158.7001256,53.96637062,0.940406462,6792,91.75325536,0.645010243,358.611,0.646093683,2.940722597,jasmine
5869,149.4249546,50.79868139,0.940439476,6004,86.44444972,0.59936683,329.442,0.67954159,2.941512466,jasmine
6508,157.5355681,53.53598224,0.940485343,6655,91.0288029,0.708932462,352.069,0.659784084,2.942610959,jasmine
6348,155.8623215,52.95002542,0.940525513,6525,89.90286219,0.591722595,354.377,0.635207661,2.943574064,jasmine
6146,153.3160628,52.06040918,0.940583438,6314,88.46089668,0.523955669,344.925,0.649161977,2.944964614,jasmine
7322,167.4073984,56.82651291,0.940623946,7492,96.55392248,0.515851768,368.38,0.678027801,2.945938256,jasmine
6152,153.2358996,52.0026504,0.94065536,6403,88.50406589,0.623935091,353.699,0.617957385,2.946694033,jasmine
6005,151.2587772,51.31850776,0.940686791,6142,87.44028514,0.591509062,341.145,0.64840276,2.947450808,jasmine
5982,150.7964396,51.13711566,0.94074545,6146,87.27267016,0.62875762,339.821,0.650962312,2.948864786,jasmine
6761,160.462194,54.39177222,0.940797402,6942,92.7813158,0.510341184,359.863,0.656064302,2.950118877,jasmine
5838,149.5015072,50.66511885,0.940824671,5996,86.21584809,0.491911021,334.764,0.654630835,2.950777787,jasmine
6737,160.1525231,54.26202214,0.940853139,6898,92.6164932,0.508529589,356.332,0.666755736,2.951466179,jasmine
6484,157.4211748,53.31129872,0.940911005,6697,90.86080127,0.668315811,354.277,0.649182723,2.952867001,jasmine
5738,149.0397833,50.45351066,0.940957837,5910,85.4742564,0.458746402,337.809,0.631870349,2.954002236,jasmine
6589,159.1264414,53.8583537,0.940979834,6751,91.5935334,0.582581786,352.45,0.66655247,2.954535934,jasmine
6116,153.0670699,51.79069597,0.941019275,6266,88.24473387,0.755061728,339.366,0.66733005,2.955493589,jasmine
6220,154.9917729,52.43486886,0.941035643,6412,88.99185338,0.587623996,348.951,0.641905881,2.955891304,jasmine
6328,155.9141767,52.7343062,0.941064735,6571,89.76112655,0.467286959,360.146,0.613082816,2.956598616,jasmine
5437,144.3497555,48.8096521,0.941097746,5548,83.20218389,0.47344131,322.435,0.657180761,2.957401851,jasmine
7016,131.0082397,70.13307284,0.844640907,7246,94.51480649,0.619350283,331.215,0.803673134,1.867995147,Gonen
6007,151.7100691,51.25438164,0.941202014,6208,87.45484518,0.487264763,349.748,0.617102089,2.95994341,jasmine
6449,157.3076064,53.12502181,0.941248681,6606,90.61524057,0.562985596,348.869,0.66585165,2.961083141,jasmine
5825,149.940304,50.62662109,0.941273463,5947,86.1198023,0.470137207,334.875,0.65274017,2.961688944,jasmine
6715,160.1887944,54.06180496,0.94132981,6895,92.46514772,0.662228797,359.049,0.654558457,2.963067817,jasmine
6171,154.0145675,51.96186061,0.941367553,6291,88.64062968,0.47718837,343.73,0.656342511,2.963992546,jasmine
5421,143.8732577,48.52392129,0.941408489,5545,83.07967003,0.617777778,320.271,0.664131439,2.964996519,jasmine
5180,141.7360251,47.78734735,0.941448299,5424,81.21195012,0.493521342,325.003,0.616261284,2.965973902,jasmine
5889,150.8349297,50.84051765,0.94148294,6045,86.59161437,0.619633838,336.422,0.653856796,2.966825215,jasmine
6648,160.6867158,54.14345067,0.941522405,6894,92.00269829,0.814306712,363.167,0.633414671,2.96779599,jasmine
6951,163.3404509,55.02420948,0.9415518,7154,94.0759697,0.508114035,364.791,0.656400529,2.968519719,jasmine
6823,162.1552232,54.61268196,0.941578851,7050,93.20575848,0.502504051,372.895,0.616612203,2.969186229,jasmine
6930,163.5025261,55.05189241,0.94161068,7113,93.93375349,0.475961539,366.877,0.646996791,2.969971039,jasmine
5975,151.6965789,51.065112,0.941638197,6110,87.22159297,0.771166753,336.752,0.662105821,2.970650077,jasmine
6226,154.9573971,52.14451046,0.941680361,6326,89.03476515,0.468190705,344.849,0.657901745,2.971691474,jasmine
6544,158.9644804,53.47478316,0.941721144,6715,91.28022557,0.642576591,354.393,0.654761122,2.972699859,jasmine
5510,146.6323967,49.30568515,0.941771444,5664,83.75887948,0.825591849,322.478,0.665826812,2.973945018,jasmine
6522,158.1728352,53.17495188,0.941796832,6654,91.12666081,0.50636646,351.17,0.664593123,2.974574112,jasmine
6008,153.0886743,51.45429941,0.941823518,6190,87.46212429,0.76496053,348.463,0.621765249,2.975235812,jasmine
5748,150.0769358,50.42709894,0.941859018,5968,85.54870486,0.529428019,334.976,0.643723315,2.976116789,jasmine
6262,155.125389,52.101065,0.941910419,6398,89.2918027,0.710299456,345.75,0.658261644,2.977393821,jasmine
5661,148.1241456,49.73509992,0.941945314,5825,84.89881662,0.569517103,331.982,0.645466854,2.978261746,jasmine
5018,139.1167373,46.69240243,0.941992228,5131,79.93194628,0.790485192,306.972,0.669180063,2.979429844,jasmine
6635,160.067048,53.71254212,0.942017849,6807,91.91269977,0.668850807,356.46,0.656189362,2.980068372,jasmine
5965,151.5332855,50.83276327,0.942055844,6078,87.14857362,0.806081081,334.205,0.671111106,2.981016096,jasmine
5080,139.9186049,46.91971371,0.942098678,5215,80.42423072,0.469067405,312.302,0.654521693,2.98208565,jasmine
6283,155.8668085,52.25025883,0.942138538,6450,89.44140014,0.479252479,348.476,0.650176364,2.983082036,jasmine
7369,168.7686636,56.55546676,0.942180275,7561,96.86331713,0.520115754,379.859,0.641761381,2.984126439,jasmine
5978,151.7450046,50.83349935,0.942220652,6133,87.24348685,0.536672951,338.623,0.655138118,2.985137883,jasmine
7707,138.4325172,72.95462521,0.849862199,7843,99.0598666,0.810921717,344.558,0.815775292,1.897515295,Gonen
6866,163.6315134,54.78686505,0.942282624,7086,93.49899847,0.541311889,364.649,0.648878836,2.986692399,jasmine
8374,144.111847,75.88318277,0.850139479,8492,103.2574837,0.640998163,359.134,0.815886553,1.899127603,Gonen
6549,160.3556599,53.64992805,0.942371488,6801,91.31509064,0.602373068,360.033,0.634892557,2.988925908,jasmine
7085,165.6713021,55.40868205,0.942413678,7305,94.97843005,0.663638067,376.831,0.626984021,2.989988138,jasmine
6406,125.3342856,65.78398032,0.851183516,6514,90.31263767,0.618937198,308.364,0.846582832,1.905240227,Gonen
6823,162.4458491,54.286198,0.942509176,6992,93.20575848,0.635052122,361.894,0.654670045,2.992396873,jasmine
6542,159.5002075,53.2790315,0.942559828,6689,91.26627582,0.469971264,355.236,0.65145806,2.993676931,jasmine
6891,163.6915894,54.66794905,0.942583988,7099,93.66906481,0.577377461,367.336,0.641748894,2.994288101,jasmine
6578,159.7943293,53.35126043,0.942617516,6804,91.51704609,0.682435937,362.208,0.630068339,2.995136909,jasmine
5747,149.39793,49.86807142,0.94264619,5902,85.54126293,0.489564699,334.499,0.645448229,2.9958634,jasmine
6395,158.542876,52.90327935,0.942684859,6617,90.23506463,0.583911614,354.988,0.637709766,2.996844013,jasmine
5682,148.2949009,49.46347547,0.942733099,5818,85.05614083,0.500528541,329.321,0.658373349,2.998068766,jasmine
6559,127.4991604,66.74508697,0.852029161,6758,91.38478087,0.647738495,319.991,0.804955677,1.910240381,Gonen
5895,151.6632239,50.56457896,0.942785329,6066,86.63571502,0.655728587,336.339,0.654846056,2.999396554,jasmine
6644,160.6807278,53.55614422,0.942818059,6824,91.97501582,0.464615385,357.872,0.651904602,3.000229575,jasmine
6219,156.5847578,52.1760168,0.942851713,6424,88.98469941,0.549139073,351.872,0.631191297,3.001086848,jasmine
6093,154.4780935,51.45500786,0.942895267,6242,88.07864977,0.536355634,343.122,0.650345161,3.002197452,jasmine
6647,160.8425009,53.56046654,0.942927016,6856,91.99577846,0.514394057,366.486,0.621900298,3.003007839,jasmine
5954,152.6607443,50.82006262,0.942963753,6106,87.06818161,0.768456376,338.306,0.653731322,3.003946402,jasmine
5960,152.3614857,50.70450379,0.943000673,6112,87.112041,0.789613143,336.595,0.661059884,3.004890578,jasmine
6508,158.6494927,52.78224047,0.943033711,6643,91.0288029,0.697310618,350.53,0.665590359,3.005736235,jasmine
7263,134.5287118,69.91051597,0.85436716,7471,96.16412436,0.597581043,335.095,0.812811824,1.924298655,Gonen
5454,146.7695056,48.80236122,0.943099651,5659,83.33215752,0.515598412,324.325,0.651574597,3.00742632,jasmine
6252,156.3275329,51.97092228,0.943121256,6409,89.22047766,0.536008231,346.967,0.652608147,3.007980733,jasmine
6553,160.139354,53.21732418,0.943167106,6720,91.34297311,0.512754304,358.712,0.639967945,3.009158323,jasmine
7025,165.5428396,54.99937365,0.943196113,7193,94.57540802,0.808028525,366.508,0.657187471,3.009904088,jasmine
7115,166.8101703,55.39973348,0.943239802,7307,95.17930112,0.673768939,372.571,0.644119836,3.01102839,jasmine
5805,150.364354,49.92701158,0.943265233,5985,85.97183002,0.492951766,338.162,0.637914511,3.01168344,jasmine
7103,166.1512284,55.15743097,0.943289504,7296,95.0990036,0.510566418,369.216,0.654772834,3.012309048,jasmine
6560,160.3884306,53.21790338,0.943347513,6715,91.39174697,0.750915751,356.228,0.649617324,3.013805889,jasmine
4963,138.9321383,46.08597647,0.943379389,5091,79.49269061,0.793318414,306.351,0.664531443,3.014629373,jasmine
6689,161.6408474,53.61017412,0.943398179,6850,92.28596488,0.527856692,354.262,0.669764184,3.015115134,jasmine
5740,149.3734637,49.52824178,0.943429485,5873,85.48915128,0.46602257,332.789,0.651304128,3.015925023,jasmine
6218,155.8744425,51.66460339,0.943472742,6376,88.97754486,0.596164909,346.925,0.649216259,3.017045177,jasmine
5587,148.146218,49.08654593,0.943511949,5714,84.34209706,0.819809244,325.984,0.660687312,3.018061572,jasmine
4966,140.1061691,46.40218792,0.943563019,5108,79.51671258,0.506682992,310.727,0.646336371,3.019387131,jasmine
6977,166.061556,54.97607109,0.943610271,7242,94.25174961,0.552502376,370.314,0.639349492,3.0206152,jasmine
6467,158.9876757,52.61457642,0.943653574,6618,90.74161193,0.677314621,354.294,0.647418537,3.021742007,jasmine
5502,146.436971,48.44594887,0.943689876,5604,83.6980524,0.586567164,321.18,0.670244814,3.022687643,jasmine
6138,154.9644225,51.25412343,0.943719223,6304,88.40330495,0.657666345,345.932,0.644548011,3.023452791,jasmine
6354,157.2884011,52.01028556,0.943747046,6464,89.94533933,0.830588235,345.378,0.669372296,3.024178765,jasmine
6105,154.7419299,51.15137509,0.943785244,6240,88.16534138,0.597826087,343.063,0.651850151,3.025176344,jasmine
5837,152.2509618,50.30798715,0.943831187,6085,86.20846375,0.46696,346.59,0.610615046,3.026377529,jasmine
5629,148.683309,49.11832352,0.94385664,5746,84.6585223,0.469905668,329.042,0.653338784,3.027043645,jasmine
6166,155.922001,51.49581466,0.943887723,6337,88.60471225,0.480292881,348.476,0.63806899,3.027857741,jasmine
6097,154.682988,51.06840609,0.943928894,6326,88.10755645,0.498120915,345.794,0.640753744,3.028937063,jasmine
6701,162.8338456,53.74433,0.943961263,6880,92.36870785,0.776027794,359.403,0.651907663,3.029786502,jasmine
6987,165.8859119,54.72336937,0.944020925,7123,94.31927003,0.473181634,368.514,0.646535869,3.031354133,jasmine
5180,142.6380728,47.03915393,0.944057884,5294,81.21195012,0.53030303,315.508,0.653911345,3.032326496,jasmine
6620,161.0140142,53.08093113,0.944097442,6765,91.8087457,0.506736069,356.555,0.654357059,3.033368307,jasmine
6161,155.9719648,51.40309785,0.944132447,6333,88.56878025,0.458714913,347.768,0.640150129,3.034291149,jasmine
6060,155.0025279,51.06979581,0.944163539,6250,87.8398067,0.762264151,343.368,0.64589638,3.035111566,jasmine
7566,137.2598223,70.73932728,0.856968944,7703,98.1495308,0.692857143,336.811,0.838115104,1.940360866,Gonen
6154,124.5873941,64.12917005,0.857350887,6286,88.51845095,0.643051202,308.478,0.81267886,1.942757002,Gonen
5863,152.3058097,50.13667831,0.944265699,6057,86.40025145,0.481244357,343.669,0.623805271,3.037812134,jasmine
5446,146.049966,48.06493565,0.944295334,5584,83.27101873,0.68006993,323.884,0.652391828,3.038596933,jasmine
4664,135.1177919,44.45139998,0.94433599,4753,77.06094495,0.81552719,299.586,0.653018338,3.03967461,jasmine
6638,161.4459259,53.10139767,0.944360801,6789,91.93347648,0.46126051,361.834,0.637130456,3.040332891,jasmine
7152,168.3665612,55.36452079,0.944388005,7357,95.42645977,0.756505183,373,0.645980943,3.041055153,jasmine
6329,157.6971862,51.83535183,0.944433754,6481,89.76821864,0.785235732,349.43,0.651365247,3.042270972,jasmine
5618,148.6595727,48.84849196,0.944471627,5776,84.57576345,0.525734606,329.295,0.651060468,3.043278649,jasmine
4876,138.5345363,45.50812728,0.944505145,5053,78.79286783,0.514345992,306.485,0.652311617,3.04417133,jasmine
6318,157.4527495,51.70145717,0.94455205,6545,89.69017473,0.783870968,359.265,0.615119742,3.045421892,jasmine
6197,156.3482014,51.32323871,0.944586568,6365,88.82716622,0.759250184,346.486,0.648664271,3.046343242,jasmine
6721,163.1502724,53.54255498,0.944615422,6964,92.50644832,0.539232991,367.775,0.624423661,3.047114067,jasmine
5445,146.9405416,48.2097948,0.944646298,5601,83.26337323,0.697183099,325.96,0.643990009,3.047939576,jasmine
6136,155.7246277,51.07671805,0.944679863,6265,88.38890115,0.456853548,346.559,0.642008608,3.048837781,jasmine
6084,154.3606927,50.6153487,0.944711364,6222,88.01357503,0.627087199,341.012,0.657445483,3.049681504,jasmine
6166,156.0823844,51.16785713,0.944738134,6316,88.60471225,0.681175431,344.129,0.654290839,3.050399081,jasmine
5532,148.1911051,48.56841403,0.944767345,5653,83.92592663,0.493048128,326.079,0.653802195,3.051182709,jasmine
6600,161.9630289,53.06782263,0.944797811,6774,91.66995688,0.567644276,361.067,0.636177353,3.052000645,jasmine
6687,162.7726726,53.31523177,0.944835885,6838,92.27216718,0.481079137,359.698,0.649479042,3.053023822,jasmine
7191,135.6188191,68.965662,0.861046781,7368,95.68628724,0.715522388,338.647,0.787960936,1.96646875,Gonen
6168,156.1806768,51.1313376,0.944890751,6305,88.61908097,0.536254564,344.594,0.652737865,3.05450012,jasmine
5465,147.479669,48.26990585,0.944920924,5623,83.41615019,0.52873452,326.987,0.642301678,3.055312962,jasmine
8893,150.2413994,76.30111288,0.861441521,9155,106.4092067,0.755500807,376.285,0.789267725,1.969059083,Gonen
5171,142.6126681,46.65525979,0.944973574,5296,81.14136852,0.627091923,315.267,0.653773591,3.056732911,jasmine
5637,150.3696232,49.1687669,0.94502917,5836,84.71865977,0.460163265,338.13,0.619570156,3.058234581,jasmine
5837,151.8153954,49.62021562,0.945077701,5971,86.20846375,0.506508157,337.351,0.644518746,3.059547273,jasmine
6902,132.8842573,67.41383702,0.861762198,7181,93.74379626,0.603321678,334.532,0.775013888,1.971171842,Gonen
6743,164.3395297,53.66969371,0.945170215,6916,92.65772634,0.5650243,361.564,0.648175571,3.062054548,jasmine
6391,158.9687822,51.89994716,0.945204503,6560,90.20683971,0.689949261,353.979,0.640949312,3.062985435,jasmine
6283,158.1313002,51.59684061,0.945269326,6451,89.44140014,0.554790287,352.706,0.634674761,3.064747732,jasmine
6290,158.4770116,51.69482812,0.94530159,6456,89.49121039,0.517482518,348.862,0.64946115,3.065626047,jasmine
6235,157.3845384,51.31470255,0.945353679,6385,89.09909406,0.62979798,349.778,0.640414773,3.067045711,jasmine
6441,159.6647517,52.03539584,0.945402837,6633,90.55901892,0.52622549,352.955,0.649717383,3.068387376,jasmine
8456,146.5737812,74.2475968,0.862207991,8671,103.7618118,0.613821138,363.784,0.802948425,1.974121554,Gonen
6921,166.2888836,54.15273246,0.945488821,7128,93.87273773,0.576365756,368.56,0.640268764,3.070738558,jasmine
6028,154.9830726,50.45978248,0.945513622,6256,87.60757944,0.667700487,353.55,0.60601228,3.071417771,jasmine
6682,163.1083504,53.08938418,0.945547072,6850,92.23766388,0.478481919,363.493,0.635512697,3.072334572,jasmine
7732,141.0027955,71.33747403,0.862574831,7986,99.22040193,0.789140641,352.739,0.780898791,1.976559969,Gonen
6754,165.0892903,53.68903698,0.945641095,7031,92.73327281,0.731427334,369.468,0.6217521,3.074916213,jasmine
7056,168.5888539,54.79508697,0.945706454,7283,94.78385004,0.687116564,372.777,0.63807278,3.076714778,jasmine
6986,167.7010777,54.490318,0.945739694,7211,94.31252016,0.585828092,371.868,0.634834952,3.077630741,jasmine
6389,159.8544548,51.92205025,0.945779881,6534,90.19272394,0.499609008,351.153,0.651103434,3.078739264,jasmine
6139,156.8598332,50.93292663,0.94581588,6336,88.41050597,0.483538122,347.44,0.639069167,3.079733358,jasmine
5623,150.9335095,48.98907,0.945860358,5792,84.61339114,0.514220393,330.601,0.646501626,3.080962949,jasmine
6983,133.397825,67.35949867,0.863147425,7199,94.29226766,0.628985768,332.537,0.793545727,1.98038625,Gonen
6364,159.017733,51.58269875,0.94592572,6503,90.01609002,0.454571429,352.332,0.644222453,3.082772651,jasmine
5439,147.5127356,47.83997326,0.945950583,5636,83.21748545,0.502540885,332.497,0.618234818,3.083461916,jasmine
9842,158.2212689,79.83729512,0.863357528,10099,111.942948,0.617208077,389.942,0.813379449,1.981796461,Gonen
5108,143.3876717,46.466004,0.94603702,5264,80.64556773,0.490493566,315.84,0.643467313,3.085861907,jasmine
6817,165.2672166,53.53613644,0.946078716,7028,93.16476789,0.694124835,366.93,0.636263069,3.087021732,jasmine
5497,148.2021199,47.98988292,0.946120849,5629,83.66001301,0.474206349,326.484,0.648054896,3.08819507,jasmine
9695,157.2194464,79.29371252,0.863499006,9865,111.1038136,0.732029598,390.543,0.798766719,1.982747956,Gonen
7558,139.0719291,70.09894189,0.863675582,7706,98.09762729,0.643836783,340.368,0.819821505,1.983937637,Gonen
5815,153.7292643,49.73853726,0.946212334,5990,86.04584797,0.553177321,342.08,0.624459412,3.090747592,jasmine
6371,159.7534471,51.65797245,0.946275813,6521,90.06558244,0.479419068,351.402,0.648349248,3.092522597,jasmine
6365,159.4120773,51.52898502,0.946315681,6501,90.02316203,0.467739565,350.495,0.651095387,3.093638993,jasmine
5279,146.1219268,47.2192863,0.946347791,5499,81.98433726,0.461088305,336.096,0.587265974,3.094539081,jasmine
6242,158.6018248,51.23863723,0.94637691,6392,89.14909555,0.679956427,350.084,0.640013454,3.09535603,jasmine
9926,159.1370172,80.05315215,0.864259959,10158,112.4196412,0.790286624,392.842,0.808254829,1.987891956,Gonen
5427,147.5421444,47.63402005,0.946450056,5623,83.12563389,0.491175672,327.235,0.636869116,3.097411141,jasmine
5714,151.415274,48.8662953,0.946490972,5860,85.29531499,0.566752628,336.224,0.635173951,3.098562579,jasmine
